125,Jaipur,"A city in Rajasthan, India famous for its stunning palaces, vibrant bazaars, and rich Rajput heritage.",38723,77
126,Kolkata,"A city in West Bengal, India known for its colonial architecture, vibrant arts scene, and cultural festivals.",70997,77
127,Chennai,"A city on the Bay of Bengal in Tamil Nadu, India famous for its Dravidian architecture, beautiful beaches, and thriving film industry.",44578,77
128,Bangalore,"A city in Karnataka, India known for its thriving IT industry, beautiful parks, and vibrant nightlife.",66126,77
129,Hyderabad,"A city in Telangana, India famous for its rich history, iconic Charminar monument, and flavorful Hyderabadi cuisine.",23245,77
130,Ahmedabad,"A city in Gujarat, India known for its historic landmarks, vibrant textile industry, and delicious street food.",39294,77
131,Pune,"A city in Maharashtra, India famous for its educational institutions, vibrant music scene, and pleasant weather.",93492,77
132,Kochi,"A city in Kerala, India known for its picturesque backwaters, historic Fort Kochi, and delicious seafood.",80524,77
133,Jakarta,"The capital city of Indonesia known for its vibrant street life, historic landmarks like the National Monument, and bustling markets.",35033,78
134,Bali,"An island in Indonesia famous for its stunning beaches, vibrant arts scene, and rich cultural heritage.",19419,78
135,Yogyakarta,"A city in Java, Indonesia known for its ancient temples like Borobudur and Prambanan, rich Javanese traditions, and vibrant batik art.",53741,78
136,Bandung,"A city in West Java, Indonesia famous for its cool climate, beautiful colonial architecture, and vibrant shopping scene.",47932,78
137,Surabaya,"The second-largest city in Indonesia known for its vibrant culinary scene, historic landmarks, and bustling street markets.",43523,78
138,Medan,"A city in North Sumatra, Indonesia famous for its multicultural heritage, delicious street food, and vibrant markets.",74161,78
139,Makassar,"A city in South Sulawesi, Indonesia known for its beautiful beaches, vibrant cultural scene, and delicious seafood.",65933,78
140,Dublin,"The capital city of Ireland known for its lively pub culture, historic landmarks like Trinity College and Dublin Castle, and vibrant music scene.",32845,81
141,Cork,"A city in Ireland famous for its picturesque waterfront, vibrant food scene, and rich cultural heritage.",27736,81
142,Galway,"A coastal city in Ireland known for its vibrant arts scene, colorful buildings, and lively festivals.",37605,81
143,Limerick,"A city in Ireland on the banks of the River Shannon known for its medieval architecture, vibrant music scene, and historic landmarks.",60368,81
144,Kilkenny,"A city in Ireland famous for its well-preserved medieval buildings, stunning Kilkenny Castle, and vibrant arts and crafts scene.",68621,81
145,Jerusalem,"The capital city of Israel known for its religious significance, historic landmarks like the Western Wall and Church of the Holy Sepulchre, and vibrant markets.",84544,82
146,Tel Aviv,"A cosmopolitan city in Israel known for its beautiful beaches, vibrant nightlife, and modern architecture.",78701,82
147,Haifa,"A city in Israel known for its stunning views of the Mediterranean Sea, beautiful gardens, and vibrant cultural scene.",86998,82
148,Eilat,"A resort city in southern Israel famous for its stunning Red Sea coral reefs, beautiful beaches, and vibrant water sports.",29347,82
149,Netanya,"A coastal city in Israel known for its beautiful beaches, vibrant promenade, and rich cultural heritage.",26598,82
150,Rome,"The capital city of Italy known for its ancient ruins like the Colosseum and Roman Forum, historic landmarks like St. Peter's Basilica, and vibrant street life.",1643,83
151,Venice,"A city in northeastern Italy known for its picturesque canals, stunning architecture, and romantic gondola rides.",22655,83
152,Florence,"A city in central Italy famous for its rich Renaissance history, beautiful art and architecture, and iconic landmarks like the Duomo.",36623,83
153,Milan,"A city in northern Italy known for its vibrant fashion and design industry, stunning cathedral (Duomo di Milano), and world-class art collections.",96183,83
154,Naples,"A city in southern Italy famous for its rich history, vibrant street life, and delicious Neapolitan cuisine.",15869,83
155,Siena,"A city in Tuscany, Italy known for its medieval architecture, beautiful piazza (Piazza del Campo), and famous Palio horse race.",87221,83
156,Tokyo,"The capital city of Japan known for its futuristic technology, vibrant street fashion, and historic temples and gardens.",27806,85
157,Kyoto,"A city in Japan famous for its well-preserved traditional architecture, beautiful temples, and serene Zen gardens.",93924,85
158,Osaka,"A city in Japan known for its modern architecture, vibrant street food scene, and bustling shopping districts.",56861,85
159,Hiroshima,"A city in Japan famous for its tragic history, Peace Memorial Park, and the iconic Itsukushima Shrine on Miyajima Island.",80468,85
160,Nara,"A city in Japan known for its ancient temples, friendly roaming deer, and the iconic Great Buddha statue at Tōdai-ji temple.",21578,85
161,Sapporo,"A city in northern Japan famous for its winter festivals, delicious food, and beautiful snow-covered landscapes.",94626,85
162,Fukuoka,"A city in southern Japan known for its vibrant street food culture, beautiful parks, and historic temples.",54143,85
163,Kanazawa,"A city in Ishikawa, Japan famous for its well-preserved Edo-period districts, beautiful Kenrokuen Garden, and traditional arts and crafts.",42054,85
164,Nagasaki,"A city in Japan known for its history as a former trading port, Peace Park, and unique cultural heritage.",22759,85
165,Amman,"The capital city of Jordan known for its ancient Roman ruins, vibrant markets, and stunning hilltop Citadel.",34250,86
166,Petra,"An ancient city in Jordan famous for its rock-cut architecture, including the iconic Treasury building, and stunning desert landscapes.",29969,86
167,Aqaba,"A coastal city in Jordan known for its beautiful beaches, vibrant coral reefs, and opportunities for diving and snorkeling.",86801,86
168,Madaba,"A city in Jordan famous for its Byzantine and Umayyad mosaics, including the famous Madaba Map, and rich Christian heritage.",65213,86
169,Jerash,"An archaeological site in Jordan known for its well-preserved Roman ruins, including a colonnaded street, theaters, and temples.",3579,86
170,Wadi Rum,"A desert region in Jordan famous for its stunning sandstone landscapes, unique rock formations, and opportunities for desert adventures.",18777,86
171,Irbid,"A city in northern Jordan known for its vibrant cultural scene, historic sites, and prestigious universities.",58247,86
172,Karak,"A city in Jordan famous for its Crusader castle (Karak Castle), historic architecture, and panoramic views of the surrounding mountains.",56996,86
173,Salt,"A city in Jordan known for its well-preserved Ottoman-era architecture, vibrant art scene, and traditional handicrafts.",59156,86
174,Nairobi,"The capital city of Kenya known for its bustling markets, vibrant cultural scene, and proximity to Nairobi National Park.",12232,88
175,Mombasa,"A coastal city in Kenya famous for its beautiful beaches, historic Fort Jesus, and vibrant Swahili culture.",15691,88
176,Nakuru,"A city in Kenya known for its stunning lake (Lake Nakuru), abundant wildlife, and picturesque national park.",71331,88
177,Eldoret,"A city in western Kenya famous for its high-altitude training camps for long-distance runners, beautiful landscapes, and vibrant markets.",66398,88
178,Kisumu,"A city in western Kenya known for its location on Lake Victoria, vibrant fishing industry, and vibrant cultural festivals.",79809,88
179,Kuala Lumpur,"The capital city of Malaysia known for its iconic Petronas Twin Towers, vibrant street food, and cultural diversity.",8178,103
180,George Town,"A city in Penang, Malaysia famous for its well-preserved colonial architecture, vibrant street art, and delicious local cuisine.",28541,103
181,Kota Kinabalu,"A city in Sabah, Malaysia known for its stunning beaches, vibrant night markets, and proximity to Mount Kinabalu.",51250,103
182,Malacca City,"The capital city of Malacca, Malaysia famous for its rich history, UNESCO-listed historic center, and vibrant Baba-Nyonya culture.",9634,103
183,Johor Bahru,"A city in Johor, Malaysia known for its modern skyline, vibrant shopping malls, and proximity to Singapore.",34455,103
184,Ipoh,"A city in Perak, Malaysia famous for its delicious street food, colonial-era architecture, and limestone hills.",87029,103
185,Langkawi,"An archipelago and resort destination in Malaysia famous for its beautiful beaches, lush rainforests, and duty-free shopping.",13186,103
186,Kuching,"The capital city of Sarawak, Malaysia known for its vibrant waterfront, cultural diversity, and proximity to Borneo's rainforests.",74835,103
187,Kuantan,"A city in Pahang, Malaysia famous for its beautiful beaches, vibrant night markets, and delicious local seafood.",45118,103
188,Sandakan,"A city in Sabah, Malaysia known for its wildlife-rich rainforests, historic landmarks, and famous orangutan rehabilitation centers.",27994,103
189,Taiping,"A town in Perak, Malaysia famous for its beautiful lake gardens, colonial-era architecture, and peaceful atmosphere.",97029,103
190,Mexico City,"The capital city of Mexico known for its rich history, vibrant culture, and UNESCO-listed historic center, including the iconic Zocalo square.",20503,110
191,Cancun,"A popular resort city in Mexico known for its stunning beaches, crystal-clear turquoise waters, and vibrant nightlife.",69150,110
192,Guadalajara,"The second-largest city in Mexico known for its vibrant arts scene, rich culinary heritage, and historic landmarks like the Guadalajara Cathedral.",41206,110
193,Monterrey,"A city in northeastern Mexico famous for its modern skyline, vibrant industrial sector, and stunning natural landscapes.",81959,110
194,Puebla,"A city in central Mexico known for its well-preserved colonial architecture, colorful Talavera pottery, and delicious local cuisine.",5975,110
195,Tijuana,"A city on the Mexico-United States border known for its vibrant cultural scene, bustling street markets, and delicious street food.",49589,110
196,Mérida,"The capital city of Yucatán, Mexico known for its well-preserved colonial architecture, Mayan heritage, and vibrant cultural festivals.",79549,110
197,Oaxaca,"A city in southern Mexico famous for its rich indigenous heritage, colorful markets, and traditional arts and crafts.",75021,110
198,Playa del Carmen,"A coastal resort town in Mexico's Riviera Maya known for its beautiful beaches, vibrant nightlife, and world-class diving.",32462,110
199,Puerto Vallarta,"A resort city on Mexico's Pacific coast known for its stunning beaches, vibrant Old Town, and breathtaking sunsets.",20367,110
200,San Miguel de Allende,"A city in central Mexico famous for its well-preserved colonial architecture, vibrant art scene, and charming cobblestone streets.",26183,110
201,Marrakech,"A city in Morocco known for its vibrant medina (old town), bustling souks, and iconic landmarks like the Koutoubia Mosque and Jardin Majorelle.",26536,116
202,Fez,"A city in Morocco famous for its well-preserved medieval architecture, historic medina (Fes el-Bali), and vibrant tanneries.",23334,116
203,Casablanca,"The largest city in Morocco known for its modern architecture, vibrant street life, and iconic Hassan II Mosque.",56858,116
204,Chefchaouen,"A city in northwest Morocco famous for its stunning blue-washed streets, traditional handicrafts, and beautiful mountain views.",30709,116
205,Essaouira,"A coastal city in Morocco known for its picturesque medina, beautiful beaches, and vibrant music festivals.",64797,116
206,Agadir,"A city in southwest Morocco famous for its stunning beaches, vibrant souks, and proximity to the Atlas Mountains.",76276,116
207,Rabat,"The capital city of Morocco known for its historic landmarks like the Royal Palace and Hassan Tower, as well as its vibrant arts scene.",11921,116
208,Tangier,"A city in northern Morocco known for its strategic location on the Strait of Gibraltar, historic medina, and cosmopolitan atmosphere.",52184,116
209,Meknes,"A city in Morocco famous for its well-preserved historic medina, beautiful gates, and impressive royal stables.",21411,116
210,Ouarzazate,"A city in Morocco known for its stunning desert landscapes, kasbahs, and being a popular filming location for movies and TV shows.",20189,116
211,Ifrane,"A city in the Middle Atlas region of Morocco famous for its Swiss-like architecture, clean streets, and beautiful surrounding forests.",90059,116
212,Amsterdam,"The capital city of the Netherlands known for its picturesque canals, historic architecture, and vibrant cultural scene.",66612,122
213,Rotterdam,"A city in the Netherlands famous for its modern architecture, bustling port, and vibrant arts scene.",5614,122
214,The Hague,"The administrative capital of the Netherlands known for its government buildings, historic landmarks like the Binnenhof, and beautiful beaches.",91533,122
215,Utrecht,"A city in the Netherlands famous for its well-preserved historic center, beautiful canals, and vibrant cultural events.",37218,122
216,Eindhoven,"A city in the Netherlands known for its innovative technology industry, vibrant design scene, and cultural festivals.",50241,122
217,Maastricht,"A city in the Netherlands famous for its historic architecture, vibrant culinary scene, and lively cultural events.",27594,122
218,Auckland,"The largest city in New Zealand known for its stunning harbors, vibrant arts scene, and diverse culinary offerings.",35898,123
219,Wellington,"The capital city of New Zealand known for its picturesque harbor, vibrant cultural scene, and thriving coffee culture.",21818,123
220,Christchurch,"A city in New Zealand famous for its English heritage, beautiful gardens, and vibrant arts and music scene.",32879,123
221,Queenstown,"A resort town in New Zealand's South Island known for its stunning alpine scenery, adventure activities, and vibrant nightlife.",83491,123
222,Rotorua,"A city in New Zealand famous for its geothermal wonders, Maori culture, and adventure activities like zorbing and hiking.",2385,123
223,Dunedin,"A city in New Zealand known for its Scottish heritage, beautiful architecture, and vibrant student culture.",15269,123
224,Hamilton,"A city in New Zealand famous for its beautiful gardens, vibrant arts scene, and the iconic Hamilton Gardens.",12990,123
225,Napier,"A city in New Zealand known for its Art Deco architecture, beautiful beaches, and thriving wine region.",59352,123
226,Tauranga,"A city in New Zealand famous for its beautiful beaches, vibrant waterfront, and proximity to Mount Maunganui.",34902,123
227,Nelson,"A city in New Zealand known for its sunny climate, stunning beaches, and vibrant arts and crafts scene.",17011,123
228,Oslo,"The capital city of Norway known for its stunning fjords, vibrant cultural scene, and historic landmarks like the Viking Ship Museum.",38492,129
229,Bergen,"A city in Norway famous for its picturesque waterfront, stunning surrounding mountains, and colorful wooden houses in the historic Bryggen district.",37532,129
230,Trondheim,"A city in Norway known for its well-preserved medieval architecture, vibrant music scene, and historic Nidaros Cathedral.",91878,129
231,Stavanger,"A city in Norway famous for its beautiful beaches, stunning fjords, and proximity to the famous Pulpit Rock.",73231,129
232,Tromso,"A city in northern Norway known for its stunning natural landscapes, vibrant Northern Lights, and lively cultural scene.",43382,129
233,Bodo,"A city in Norway famous for its beautiful coastal landscapes, white sandy beaches, and opportunities for outdoor activities like hiking and fishing.",35868,129
234,Kristiansand,"A city in Norway known for its charming old town, beautiful beaches, and vibrant summer music festivals.",8789,129
235,Alesund,"A city in Norway famous for its art nouveau architecture, stunning views of the surrounding islands, and vibrant maritime history.",60611,129
236,Haugesund,"A city in Norway known for its rich Viking heritage, beautiful coastal landscapes, and the annual Norwegian International Film Festival.",96207,129
237,Lima,"The capital city of Peru known for its rich history, vibrant culinary scene, and historic landmarks like the Plaza de Armas and Larco Museum.",24343,136
238,Cusco,"A city in Peru famous for its well-preserved Inca ruins, including Machu Picchu, and vibrant Andean culture.",57173,136
239,Arequipa,"A city in Peru known for its stunning colonial architecture, including the famous Santa Catalina Monastery, and proximity to the picturesque Colca Canyon.",54022,136
240,Iquitos,"A city in the Peruvian Amazon known for its vibrant riverfront, bustling Belén Market, and opportunities for jungle adventures.",89225,136
241,Trujillo,"A city in Peru famous for its well-preserved pre-Columbian archaeological sites, beautiful colonial architecture, and vibrant traditional festivals.",65739,136
242,Puno,"A city in Peru known for its location on the shores of Lake Titicaca, the highest navigable lake in the world, and its vibrant folkloric traditions.",63914,136
243,Puerto Maldonado,"A city in the Peruvian Amazon known for its rich biodiversity, lush rainforests, and opportunities for wildlife encounters.",62321,136
244,Chiclayo,"A city in Peru famous for its ancient archaeological sites like the Royal Tombs of Sipán, vibrant markets, and delicious regional cuisine.",36704,136
