id_osoba,dodatni_jezik
192,Vietnamese
193,Hebrew
193,English
193,Swahili
194,Norwegian
195,Catalan
196,Serbian
196,Kyrgyz
196,Slovene
196,Nepali
196,Croatian
196,Vietnamese
197,Vietnamese
198,French
198,Danish
199,Hebrew
199,Portuguese
200,Turkish
200,Russian
200,Greek
200,Polish
201,Serbian
201,Polish
201,Swahili
201,Icelandic
201,Dzongkha
202,Sesotho
202,Dhivehi
202,Dzongkha
203,Armenian
203,Spanish
203,Bengali
203,Portuguese
205,Kazakh
205,Ukrainian
205,Dhivehi
205,Arabic
206,Kazakh
208,Estonian
208,Georgian
208,Icelandic
208,Italian
208,Dhivehi
208,English
209,Mongolian
209,Spanish
209,English
209,Polish
210,Sesotho
211,Serbian
211,Danish
211,Montenegrin
211,Nepali
211,Sesotho
211,Vietnamese
212,Mongolian
212,Vietnamese
213,Czech
213,Georgian
213,Polish
214,Armenian
214,Sesotho
215,Turkish
215,Swedish
215,Kazakh
216,Turkish
216,Kazakh
216,Montenegrin
216,Urdu
216,Croatian
217,Ukrainian
217,Slovene
219,Lithuanian
219,Greek
219,Icelandic
219,Urdu
219,Slovak
219,English
220,Lao
221,Burmese
222,Japanese
222,German
222,Spanish
223,Ukrainian
223,Kirundi
223,Dutch
224,Polish
225,German
225,Serbian
225,Spanish
225,Norwegian
226,Catalan
226,Kyrgyz
226,Indonesian
226,French
226,Ukrainian
227,Norwegian
227,Icelandic
227,Hindi
227,Slovene
229,Danish
229,Romanian
229,French
229,Lao
229,Bosnian
230,Irish
230,Swahili
231,Slovene
231,Catalan
232,Macedonian
232,Khmer
233,Armenian
233,Lao
234,Czech
234,French
234,Bengali
234,Albanian
236,Ukrainian
236,Khmer
236,Kazakh
237,Japanese
237,Slovene
237,Sesotho
237,Dutch
237,Estonian
238,Swedish
238,Hungarian
238,Icelandic
241,Macedonian
241,Hungarian
241,Arabic
241,Georgian
242,Kazakh
242,Danish
242,Swahili
243,French
243,Burmese
243,Hindi
244,Japanese
244,Hebrew
244,Khmer
244,Portuguese
245,Lithuanian
245,Kyrgyz
245,Georgian
245,Dhivehi
245,Hungarian
246,Azerbaijani
246,Swahili
246,Slovene
246,Georgian
246,Amharic
247,Turkish
247,Icelandic
247,Bosnian
248,Bulgarian
249,Armenian
249,Latin
249,Kazakh
249,Swedish
249,Catalan
251,Armenian
251,Kazakh
251,Swedish
251,English
251,Bosnian
252,Lithuanian
252,Greek
252,Bosnian
252,Dzongkha
254,French
255,Indonesian
255,Lao
255,Armenian
255,Kyrgyz
256,Kirundi
256,Greek
257,Armenian
257,Slovene
257,Romanian
257,Russian
258,Japanese
258,Korean
258,English
258,Dzongkha
259,Kirundi
259,Bosnian
259,Portuguese
260,Hebrew
260,Latin
260,Azerbaijani
260,Bulgarian
260,Estonian
261,Macedonian
261,Korean
261,Hindi
261,Slovak
261,Estonian
263,Georgian
263,Pashto
264,Burmese
264,Greek
264,Kyrgyz
264,Croatian
264,Estonian
264,Amharic
267,Norwegian
267,Khmer
267,Danish
267,Mongolian
267,Ukrainian
267,Hungarian
268,Lithuanian
269,Latvian
269,Irish
269,Georgian
269,Korean
269,Mandarin Chinese
269,Italian
270,Armenian
270,Khmer
270,French
271,Burmese
272,Czech
272,Indonesian
272,Croatian
272,Dutch
272,Estonian
273,Ukrainian
273,German
276,Vietnamese
277,Ukrainian
277,Arabic
277,English
278,Amharic
278,Swahili
279,Vietnamese
279,Georgian
279,Hindi
279,Slovak
281,Montenegrin
281,Latvian
281,Kyrgyz
281,Polish
282,Italian
282,Lithuanian
282,Azerbaijani
283,Armenian
283,Serbian
283,Kazakh
283,Romanian
283,Russian
284,Japanese
284,French
284,Dzongkha
285,Mandarin Chinese
288,Macedonian
288,Sinhala
288,Swahili
289,Khmer
289,Danish
289,Georgian
289,Nepali
289,Lao
291,Portuguese
291,Kazakh
291,Swedish
291,Malay
291,Sinhala
291,Amharic
292,Mongolian
292,Serbian
292,Icelandic
292,Urdu
294,Thai
294,Georgian
294,French
294,Korean
294,Persian
295,Norwegian
295,Japanese
295,German
295,Lithuanian
295,Nepali
295,Dzongkha
296,Latvian
297,Kirundi
297,Hindi
298,Hebrew
298,Irish
298,Bengali
298,Polish
299,Urdu
299,Kyrgyz
299,Burmese
302,Bulgarian
302,Greek
302,Thai
303,Pashto
303,Mongolian
303,Kyrgyz
303,Sesotho
303,Vietnamese
303,Finnish
305,Norwegian
305,German
305,Montenegrin
305,Malay
305,Dhivehi
306,Khmer
306,Azerbaijani
306,Korean
306,Urdu
306,Dzongkha
307,Sinhala
307,Dzongkha
308,Serbian
308,Hindi
309,Indonesian
309,French
309,Nepali
310,Sesotho
310,Romanian
310,English
311,Lithuanian
311,Slovak
311,English
311,Mandarin Chinese
312,Latvian
312,Dutch
312,Bengali
312,Russian
313,Turkish
313,Bengali
313,Arabic
313,Persian
313,Hungarian
313,Estonian
314,Korean
315,Bosnian
317,Armenian
317,Hebrew
317,Czech
317,Kazakh
317,Ukrainian
317,Italian
319,Czech
319,Hebrew
319,Hindi
319,Armenian
320,Spanish
322,German
322,Dutch
322,Urdu
322,Kyrgyz
323,Irish
323,Burmese
323,Kyrgyz
324,Korean
325,Khmer
325,Czech
325,French
325,Slovak
325,Dzongkha
326,Kirundi
326,Dutch
326,Portuguese
327,Bengali
327,Lithuanian
327,Malay
327,French
327,Estonian
327,Amharic
329,Serbian
329,Romanian
329,Azerbaijani
329,Mandarin Chinese
330,Hebrew
330,Latin
330,Burmese
330,Georgian
330,Dhivehi
331,Bulgarian
332,Armenian
332,Georgian
332,Bengali
332,Dutch
333,Kirundi
333,Latin
333,Pashto
333,Thai
333,Italian
334,Montenegrin
334,Lao
334,Romanian
334,Arabic
335,Azerbaijani
335,Catalan
335,Persian
335,Bulgarian
335,Hungarian
335,Vietnamese
337,Portuguese
337,Spanish
337,Nepali
337,Sinhala
339,Montenegrin
339,Serbian
339,Sesotho
340,Serbian
340,Spanish
340,Montenegrin
340,Macedonian
340,Slovene
341,Armenian
341,Sinhala
341,Pashto
342,Slovene
342,Russian
342,Vietnamese
342,Sinhala
343,Kirundi
343,Latvian
343,Pashto
343,French
343,Sesotho
343,Dzongkha
344,Latin
344,Japanese
344,Catalan
344,Greek
344,Bulgarian
344,Dzongkha
346,Albanian
346,French
347,Burmese
348,German
348,English
348,Dzongkha
349,Khmer
349,Norwegian
349,Azerbaijani
349,Georgian
349,Italian
349,Dzongkha
350,Khmer
350,Nepali
350,Bosnian
351,Albanian
351,French
351,Slovak
352,Serbian
352,Azerbaijani
352,Thai
352,Romanian
352,Lao
352,Estonian
353,Romanian
353,Georgian
354,Burmese
354,Urdu
354,Sesotho
354,Albanian
354,Hungarian
354,Slovak
355,Khmer
355,Burmese
355,German
355,Sinhala
355,Bosnian
356,Turkish
356,Spanish
356,Portuguese
356,Nepali
356,Dzongkha
357,Spanish
357,Bengali
357,Arabic
357,Icelandic
357,Russian
357,Vietnamese
359,Slovene
359,Finnish
359,Azerbaijani
359,Pashto
360,Indonesian
360,Sinhala
360,Mandarin Chinese
360,Ukrainian
360,Lao
360,Hungarian
361,Russian
361,English
363,Serbian
363,Polish
363,Macedonian
363,Urdu
363,Bulgarian
363,Hungarian
364,Armenian
364,Danish
364,Swahili
364,Dhivehi
364,Dutch
364,Hindi
365,Croatian
365,Ukrainian
369,Turkish
369,Persian
369,Azerbaijani
369,Albanian
371,Latvian
371,Hungarian
371,Slovak
372,Sesotho
372,Polish
373,Burmese
373,Thai
373,Slovene
373,Georgian
373,Russian
374,Czech
374,Spanish
374,Arabic
375,Burmese
375,English
375,Bosnian
375,Polish
376,Mongolian
376,Irish
377,Armenian
377,Kyrgyz
377,Albanian
377,Slovak
377,Amharic
378,Slovak
379,Slovene
380,Dhivehi
380,Slovak
382,Mongolian
383,Montenegrin
383,Kyrgyz
383,Sesotho
383,Pashto
384,Icelandic
384,Dutch
385,Khmer
385,Dutch
385,Burmese
386,Malay
387,Kirundi
387,Khmer
387,Kazakh
387,Icelandic
387,Amharic
388,Catalan
388,Greek
388,Sinhala
388,Hindi
390,Macedonian
390,Dhivehi
391,Latvian
391,Azerbaijani
391,Burmese
391,Korean
391,Slovak
391,English
393,Italian
393,Nepali
394,Khmer
395,Croatian
395,Norwegian
395,Albanian
395,Hindi
396,Latin
396,German
396,Irish
396,Urdu
396,Amharic
397,German
397,Norwegian
398,Serbian
398,Bulgarian
399,Armenian
399,Slovene
399,Russian
401,Slovak
401,Sinhala
402,Turkish
402,Burmese
402,Albanian
402,Finnish
402,Amharic
403,Pashto
405,Kazakh
406,Mongolian
406,Arabic
406,Georgian
406,Sinhala
406,Persian
407,Spanish
407,Albanian
407,Urdu
407,Mandarin Chinese
408,Kazakh
408,Macedonian
408,Dutch
408,Mandarin Chinese
409,Ukrainian
409,Serbian
409,Lithuanian
409,Korean
410,Kazakh
411,Irish
411,Spanish
411,Portuguese
412,Norwegian
412,Bengali
413,Catalan
413,Slovak
414,Sesotho
414,Norwegian
415,Armenian
415,Korean
415,Burmese
415,Sinhala
416,Japanese
416,Lao
416,Arabic
417,Albanian
417,Russian
418,Ukrainian
418,Vietnamese
419,Hebrew
419,Spanish
419,Serbian
419,Thai
419,Slovene
419,Italian
420,Irish
420,Latvian
420,Urdu
420,Portuguese
421,Sesotho
422,Armenian
422,Thai
423,Serbian
423,Lithuanian
423,Greek
424,Latvian
424,Kyrgyz
425,Latin
425,Norwegian
425,German
425,Dutch
425,Finnish
426,Norwegian
426,Pashto
426,Russian
426,Italian
426,Dzongkha
428,Turkish
428,Arabic
428,Korean
428,Russian
428,Mandarin Chinese
428,Bulgarian
429,Slovene
429,Latvian
429,Danish
430,Swahili
431,Serbian
431,Arabic
434,Bengali
434,Burmese
434,German
434,Persian
434,Bulgarian
434,Bosnian
435,Bosnian
435,Estonian
436,Slovene
436,Lithuanian
436,Finnish
437,Swahili
437,Croatian
437,Hungarian
437,Slovak
437,Amharic
438,Turkish
438,Hebrew
439,Bengali
439,Swahili
439,Slovene
439,Nepali
439,Mandarin Chinese
439,Vietnamese
440,Albanian
440,French
441,Hebrew
441,Khmer
441,Dzongkha
441,Lao
441,Amharic
442,Sesotho
443,Italian
443,Vietnamese
443,Polish
446,Georgian
446,Finnish
448,Dhivehi
449,Serbian
449,Kirundi
449,Kazakh
449,Mandarin Chinese
449,Ukrainian
450,Slovene
451,Croatian
451,Italian
451,Dzongkha
452,Norwegian
452,Danish
452,Montenegrin
452,Macedonian
452,Malay
452,French
453,Slovene
454,Ukrainian
454,Irish
454,Swedish
454,Kyrgyz
455,Persian
455,French
455,Mandarin Chinese
456,Norwegian
456,Swedish
456,Bengali
457,Hebrew
458,Kyrgyz
459,Serbian
459,Burmese
459,Urdu
459,Mandarin Chinese
460,Indonesian
460,Macedonian
460,Mongolian
460,Bosnian
461,Armenian
461,Latvian
461,Georgian
461,Mandarin Chinese
461,Vietnamese
462,Lao
462,Icelandic
463,Japanese
463,Mongolian
463,Amharic
464,Khmer
464,Bengali
465,Polish
465,Mongolian
465,Catalan
465,Persian
465,Slovak
465,Amharic
466,Bosnian
467,Albanian
468,Danish
468,Estonian
468,English
468,Pashto
469,Slovak
469,Sinhala
469,Croatian
469,Finnish
469,Amharic
470,Indonesian
470,Dzongkha
471,Estonian
472,Sesotho
473,Latin
473,Irish
473,Lao
473,Mongolian
476,Czech
476,Malay
476,Vietnamese
476,Mandarin Chinese
477,Lithuanian
477,Greek
477,Sinhala
477,Lao
477,Hungarian
478,Norwegian
478,Arabic
478,Nepali
478,Sinhala
478,Dzongkha
479,Turkish
479,Persian
479,Dhivehi
480,Swahili
481,Croatian
481,Icelandic
481,Estonian
482,Mongolian
483,Mongolian
484,Sesotho
484,Catalan
484,Slovak
485,Vietnamese
485,Greek
485,Thai
486,Estonian
487,Ukrainian
487,Indonesian
488,Czech
489,Ukrainian
489,Hebrew
489,French
489,Pashto
490,Swedish
490,Urdu
491,Danish
491,Czech
491,Swedish
491,Thai
491,Irish
491,Croatian
492,Latin
492,Burmese
492,Montenegrin
492,Icelandic
492,Persian
493,Macedonian
493,Malay
493,Kyrgyz
494,Turkish
494,Polish
494,Korean
494,Hungarian
494,Amharic
497,Sinhala
498,Italian
498,Hindi
499,Kirundi
499,Lao
499,Finnish
500,Georgian
500,Finnish
501,Azerbaijani
502,Danish
503,Indonesian
503,Vietnamese
503,Estonian
504,Kirundi
504,Norwegian
504,Hindi
504,Thai
505,Catalan
505,Romanian
505,Georgian
505,Sinhala
505,Lao
506,Armenian
506,Serbian
506,Khmer
506,Lithuanian
507,Armenian
507,Latin
507,Serbian
507,French
507,English
508,Serbian
508,Slovene
508,Russian
508,Bosnian
509,Dutch
509,Hindi
510,Armenian
510,Bengali
510,Pashto
511,Latin
511,Icelandic
511,Danish
512,Serbian
512,Nepali
512,Danish
512,Swahili
514,Hebrew
514,Kazakh
514,Kyrgyz
514,Irish
514,Slovene
514,Romanian
515,Armenian
515,Irish
515,Vietnamese
515,Azerbaijani
516,Armenian
516,Ukrainian
518,Turkish
518,Hebrew
518,Albanian
518,Dutch
518,English
519,Macedonian
519,Lithuanian
519,Russian
519,Sinhala
519,Italian
519,Amharic
520,Vietnamese
521,Pashto
521,Japanese
521,Kyrgyz
521,Swahili
521,Indonesian
521,Hungarian
523,Indonesian
524,Mongolian
524,Turkish
525,Croatian
526,Serbian
526,Latvian
526,Kazakh
526,Dutch
526,Persian
526,Bosnian
527,Kirundi
527,Norwegian
527,Latvian
527,Danish
527,Arabic
527,Georgian
528,Serbian
528,Macedonian
528,Hungarian
528,Swahili
530,Latin
530,Bengali
530,Czech
530,Vietnamese
530,Estonian
531,Spanish
531,Azerbaijani
531,Sinhala
531,Italian
531,Estonian
532,Bengali
532,Swedish
532,French
532,Urdu
534,Lao
534,Icelandic
534,Albanian
535,Portuguese
536,Kirundi
537,Kyrgyz
538,Japanese
538,Icelandic
538,French
538,Russian
538,Bulgarian
539,German
539,Catalan
539,Swahili
539,Indonesian
539,Dhivehi
540,Spanish
540,Greek
540,Danish
541,Mongolian
541,Romanian
541,Mandarin Chinese
542,Hindi
542,Azerbaijani
542,Czech
542,Kazakh
542,Thai
542,Hungarian
544,Norwegian
546,Portuguese
546,Macedonian
546,Greek
546,Romanian
546,Italian
546,Amharic
547,Irish
549,Turkish
549,Catalan
550,Albanian
550,Estonian
550,Polish
551,Kirundi
551,Japanese
551,Catalan
551,Thai
551,Swahili
551,French
553,Latin
553,Japanese
553,Urdu
553,Dutch
553,English
553,Dzongkha
554,Armenian
554,Italian
554,Hindi
554,Finnish
555,Armenian
555,Latvian
555,Hindi
555,Lithuanian
556,Kirundi
556,Icelandic
556,Hindi
557,Icelandic
557,Hungarian
559,Mongolian
559,Serbian
560,Bulgarian
560,Persian
561,Slovak
562,Montenegrin
562,Sinhala
563,Georgian
563,Swedish
564,Armenian
564,Kirundi
564,Pashto
564,Romanian
564,French
564,Finnish
565,Indonesian
565,Kirundi
565,Azerbaijani
566,Japanese
566,German
566,Lao
566,Czech
567,Sesotho
567,Ukrainian
567,Mongolian
567,Amharic
570,Kyrgyz
570,Slovene
570,Italian
570,Hindi
570,Slovak
570,Dzongkha
571,Mongolian
571,Persian
571,Hindi
573,Vietnamese
573,French
573,Russian
573,Thai
574,Persian
575,Croatian
575,Japanese
575,English
575,Mandarin Chinese
576,Hebrew
576,Greek
576,Portuguese
576,Amharic
577,Kazakh
577,Lithuanian
577,Greek
577,Sesotho
577,Lao
577,Persian
578,Urdu
579,Burmese
580,Lao
580,Khmer
580,Lithuanian
580,Pashto
581,Kirundi
581,Dzongkha
582,Hindi
582,Russian
582,Sinhala
582,Pashto
583,Russian
584,Latvian
584,Slovene
584,Icelandic
584,Croatian
584,Hindi
586,Mongolian
586,Albanian
586,Latvian
587,Mongolian
587,Mandarin Chinese
587,Hungarian
587,Slovak
587,Dzongkha
588,Japanese
588,Macedonian
588,Swahili
588,Indonesian
588,Urdu
588,Ukrainian
590,Indonesian
590,Hindi
591,Japanese
592,Latin
592,French
592,Arabic
592,Azerbaijani
593,Macedonian
593,Catalan
595,Croatian
597,Norwegian
597,Portuguese
597,Czech
597,French
597,Sesotho
597,Amharic
599,Kirundi
599,Dzongkha
600,Bulgarian
601,Sesotho
602,Vietnamese
602,Azerbaijani
603,Latin
603,Kirundi
603,Mandarin Chinese
604,Nepali
605,Greek
605,Catalan
605,Nepali
606,Hindi
606,Burmese
607,Turkish
608,Irish
608,Dhivehi
608,Portuguese
609,Sesotho
609,Macedonian
609,Kyrgyz
610,Portuguese
610,Kazakh
610,Indonesian
610,Slovak
610,Estonian
611,Azerbaijani
612,Spanish
612,German
612,Swahili
612,Korean
612,Urdu
612,Albanian
613,Armenian
613,Kirundi
613,Albanian
613,Sesotho
613,Bulgarian
614,Albanian
616,Serbian
617,Pashto
617,Montenegrin
617,Swedish
617,Indonesian
617,Dhivehi
617,Amharic
618,Mongolian
618,Albanian
618,Urdu
618,Korean
619,Indonesian
619,Polish
619,Armenian
619,Mandarin Chinese
620,Italian
620,Swahili
621,Albanian
621,Indonesian
621,Icelandic
621,Bulgarian
621,English
622,Armenian
622,German
622,Arabic
622,Slovene
622,Ukrainian
622,Albanian
623,Armenian
623,Mandarin Chinese
623,Hungarian
623,Dhivehi
623,Slovak
624,Croatian
624,Lao
624,Bulgarian
624,English
625,Albanian
625,Russian
626,Kazakh
626,Icelandic
626,Bengali
627,Norwegian
627,Greek
627,Polish
628,Spanish
628,Polish
628,Greek
628,Indonesian
628,Slovak
629,Finnish
629,Polish
630,Hebrew
630,Thai
630,Indonesian
630,Ukrainian
630,Italian
630,Dhivehi
631,Spanish
632,Latvian
633,German
633,Nepali
634,Mongolian
634,Czech
634,Arabic
634,Albanian
634,Vietnamese
635,Icelandic
635,Russian
635,Lao
635,Dhivehi
635,Amharic
635,Dzongkha
636,Norwegian
636,Pashto
636,Albanian
636,Bulgarian
636,Amharic
639,Latin
639,Kirundi
639,Mongolian
639,Georgian
639,Russian
639,Dutch
640,Burmese
640,Polish
640,Swedish
640,Dutch
640,Lao
640,Persian
641,Latin
641,Portuguese
641,Thai
641,French
641,Vietnamese
643,Turkish
643,Azerbaijani
643,Slovene
643,Georgian
643,Lao
643,Albanian
644,Pashto
644,Czech
644,Kyrgyz
644,Italian
644,Dhivehi
646,Ukrainian
646,Portuguese
646,Russian
646,Croatian
646,Slovak
647,Burmese
647,Kazakh
647,Arabic
647,Icelandic
647,Russian
647,Finnish
650,Pashto
650,Persian
650,Dzongkha
651,Mongolian
651,Malay
651,Polish
652,Armenian
652,Spanish
652,German
652,Romanian
652,Vietnamese
653,Kyrgyz
654,Spanish
654,Hindi
655,Slovak
657,Latin
657,Khmer
657,Latvian
657,Portuguese
657,Estonian
658,Spanish
658,Danish
658,Kazakh
658,French
658,English
659,Korean
659,Thai
659,Polish
660,Indonesian
660,Latin
660,Spanish
660,Dzongkha
661,Norwegian
661,Kyrgyz
661,Croatian
661,Dutch
661,English
662,Nepali
662,Thai
662,Polish
663,German
663,Italian
663,Pashto
664,Croatian
664,Norwegian
664,Bosnian
664,Amharic
665,Armenian
665,Spanish
665,Romanian
665,Mandarin Chinese
665,Amharic
666,Lithuanian
667,Finnish
668,Japanese
668,Slovene
668,Croatian
668,Mandarin Chinese
669,Persian
669,Arabic
669,Amharic
669,Mandarin Chinese
670,Hebrew
670,Georgian
670,Nepali
670,Portuguese
671,Czech
671,Thai
671,Malay
671,Sesotho
671,Bulgarian
671,Hindi
672,Burmese
672,Albanian
672,Korean
672,Polish
673,Azerbaijani
673,Sinhala
674,Khmer
675,Hebrew
675,Norwegian
675,Albanian
675,Khmer
676,Croatian
676,Albanian
