116,Visit Aga Khan Palace,"Visit Aga Khan Palace in Pune, a historical landmark that played a significant role in India's freedom movement.",8,642,180,13:00
117,Discover Fort Kochi,"Discover the historic Fort Kochi in Kochi and explore its charming streets, colonial architecture, and cultural attractions.",0,646,90,11:30
118,Interact with Monkeys at Ubud Monkey Forest,Interact with playful monkeys and explore the lush surroundings of the Ubud Monkey Forest in Bali.,5,652,120,14:30
119,Visit Tanah Lot,"Visit the iconic Tanah Lot temple in Bali, perched on a rock formation surrounded by the sea, and witness stunning sunsets.",0,657,90,10:00
120,Explore Hagia Sophia,"Explore Hagia Sophia in Yogyakarta, a beautiful mosque known for its impressive dome and intricate Islamic architecture.",0,662,240,09:00
121,Visit Masjid Al-Maarif,"Visit Masjid Al-Maarif, a stunning mosque in Bandung known for its unique blend of modern and traditional architecture.",10,666,90,11:30
122,Explore Maimun Palace,Explore Maimun Palace in Medan and learn about the history and culture of the Sultanate of Deli.,0,673,120,10:00
123,Admire Trinity College Library,Admire the breathtaking Long Room and ancient manuscripts at Trinity College Library in Dublin.,5,679,90,11:00
124,Visit Blarney Castle,Visit Blarney Castle near Cork and kiss the famous Blarney Stone for the gift of eloquence.,12,683,120,14:00
125,Enjoy Salthill Promenade,Enjoy a leisurely walk along Salthill Promenade in Galway and take in the beautiful views of Galway Bay.,0,688,120,12:30
126,Explore King John's Castle,Explore the medieval King John's Castle in Limerick and learn about its history through interactive exhibits.,8,693,180,14:30
127,Visit the Western Wall,"Visit the Western Wall, one of the most sacred sites in Jerusalem, and witness the religious significance of the place.",0,699,120,09:00
128,Explore Tel Aviv Port,"Explore the vibrant Tel Aviv Port area and enjoy the lively atmosphere, restaurants, and stunning views of the Mediterranean Sea.",0,704,90,11:30
129,Visit Stella Maris Monastery,Visit the picturesque Stella Maris Monastery in Haifa and enjoy panoramic views of the city and the Mediterranean Sea.,5,710,150,10:00
130,Explore Herzl Street,"Explore Herzl Street in Netanya and stroll along the promenade, lined with shops, cafes, and beautiful views of the Mediterranean.",0,715,180,11:00
131,Visit Vatican City,"Visit Vatican City in Rome and explore its world-renowned attractions, including St. Peter's Basilica and the Vatican Museums.",25,720,180,13:30
132,Cross Rialto Bridge,Cross the iconic Rialto Bridge in Venice and explore the vibrant market district of Rialto.,0,726,240,10:00
133,Admire The Last Supper,"Admire Leonardo da Vinci's masterpiece, The Last Supper, in Milan and marvel at its intricate details and composition.",15,732,90,11:30
134,Explore Pompeii,Explore the ancient city of Pompeii near Naples and discover the remarkably preserved ruins of this Roman settlement.,12,737,120,14:00
135,Visit Duomo di Siena,Visit the impressive Duomo di Siena in Siena and admire its stunning Gothic architecture and breathtaking interior.,0,742,120,12:00
136,Visit Kiyomizu-dera Temple,Visit the iconic Kiyomizu-dera Temple in Kyoto and enjoy panoramic views of the city from its wooden terrace.,10,747,90,13:00
137,Explore Itsukushima Shrine,Explore Itsukushima Shrine on Miyajima Island near Hiroshima and marvel at its unique architecture and serene setting.,0,753,150,09:30
138,Learn about Beer at Sapporo Beer Museum,Learn about the history of Sapporo beer and enjoy tastings at the Sapporo Beer Museum in Sapporo.,5,759,180,11:00
139,Relax at Ohori Park,"Relax and enjoy the peaceful surroundings of Ohori Park in Fukuoka, with its walking paths, gardens, and scenic lake.",0,763,180,13:00
140,Visit Atomic Bomb Museum,Visit the Atomic Bomb Museum in Nagasaki and learn about the history and impact of the atomic bombing in 1945.,8,768,120,09:00
141,Explore Amman Citadel,"Explore the historic Amman Citadel and discover its ancient ruins, including the Temple of Hercules and the Umayyad Palace.",0,772,90,11:30
142,Visit Mount Nebo,"Visit Mount Nebo in Madaba and enjoy panoramic views of the Jordan Valley, the Dead Sea, and the Holy Land.",0,779,240,10:00
143,Explore Jerash Ruins,Explore the well-preserved ancient ruins of Jerash and discover the Roman architecture and historical significance of the site.,12,783,90,11:30
144,Discover Irbid City Center,"Discover the vibrant Irbid City Center and explore its shops, restaurants, and cultural attractions.",0,789,60,14:00
145,Visit The Soap House,Visit The Soap House in Salt and learn about the traditional soap-making process in this historic city.,5,794,60,15:00
146,Embark on a Safari in Nairobi National Park,"Embark on a thrilling safari in Nairobi National Park and spot wildlife such as lions, giraffes, and zebras.",25,798,180,10:00
147,Explore Menengai Crater,Explore the volcanic Menengai Crater near Nakuru and hike to the rim for panoramic views of the surrounding landscape.,0,804,90,11:30
148,Visit Kisumu Impala Sanctuary,"Visit the Kisumu Impala Sanctuary and observe impalas, giraffes, and other wildlife in their natural habitat.",8,809,120,13:00
149,Take a Funicular to Penang Hill,Take a funicular ride to Penang Hill in George Town and enjoy panoramic views of the city and the Strait of Malacca.,10,816,150,10:00
150,Climb Mount Kinabalu,Embark on a challenging climb to the summit of Mount Kinabalu near Kota Kinabalu and witness breathtaking views.,40,820,240,11:30
151,Explore Ipoh Heritage Walk,"Explore the Ipoh Heritage Walk and discover the city's colonial architecture, street art, and vibrant food scene.",0,828,180,13:30
152,Visit Sarawak Cultural Village,"Visit Sarawak Cultural Village in Kuching and immerse yourself in the traditional arts, crafts, and cultural heritage of Sarawak.",12,833,150,09:30
153,Relax at Taman Gelora,"Relax and enjoy the beautiful surroundings of Taman Gelora in Kuantan, with its scenic lake, walking paths, and recreational facilities.",0,838,180,11:00
154,Stroll through Taiping Lake Gardens,"Stroll through the picturesque Taiping Lake Gardens and admire the beautiful landscapes, flora, and fauna.",0,842,120,12:00
155,Explore Chapultepec Park,"Explore Chapultepec Park in Mexico City and visit its attractions, including the Chapultepec Castle and the Anthropology Museum.",10,847,240,10:00
156,Visit the Ancient Ruins of Tulum,Visit the ancient ruins of Tulum near Cancun and explore the well-preserved Maya ruins overlooking the Caribbean Sea.,15,851,90,11:30
157,Explore Bou Inania Madrasa,"Explore the Bou Inania Madrasa, an architectural gem in Fez known for its stunning tilework and intricate designs.",0,916,120,14:30
158,Visit Hassan II Mosque,"Visit the Hassan II Mosque in Casablanca, one of the largest mosques in the world, known for its impressive architecture and intricate details.",10,920,180,10:00
159,Enjoy La Corniche,"Enjoy a stroll along La Corniche, a scenic promenade in Casablanca, offering beautiful views of the Atlantic Ocean.",0,925,90,11:30
160,Explore Chefchaouen Medina,"Explore the vibrant and picturesque Chefchaouen Medina, known for its blue-painted buildings and narrow winding streets.",8,930,120,13:00
161,Relax at Sidi Kaouki Beach,"Relax and enjoy the beautiful sandy beach of Sidi Kaouki in Essaouira, known for its tranquility and great surfing conditions.",0,936,120,12:00
162,Enjoy Agadir Beach,"Enjoy the sunny Agadir Beach and indulge in water sports, sunbathing, and beachside relaxation.",0,940,120,14:00
163,Visit Chellah Necropolis,Visit the Chellah Necropolis in Rabat and explore its ancient Roman ruins and tranquil gardens.,5,945,120,09:00
164,Explore Kasbah of the Udayas,"Explore the Kasbah of the Udayas, a fortified citadel in Rabat, and admire its picturesque streets and stunning views.",0,949,90,11:30
165,Visit Cape Spartel,Visit Cape Spartel near Tangier and enjoy panoramic views of the Atlantic Ocean and the Strait of Gibraltar.,0,954,150,10:00
166,Explore Bab Mansour,"Explore Bab Mansour, a grand monumental gate in Meknes, and marvel at its impressive architecture and intricate details.",0,958,180,11:00
167,Visit Atlas Film Studios,"Visit the famous Atlas Film Studios in Ouarzazate, known for its role in many popular movies and TV shows.",10,963,120,10:00
168,Explore Ait Ben Haddou,"Explore the UNESCO World Heritage site of Ait Ben Haddou, a well-preserved ancient fortified village in Ouarzazate.",8,967,90,11:30
169,Discover Lion Stone,"Discover the Lion Stone in Ifrane, a unique rock formation resembling a lion's face, and enjoy the surrounding natural beauty.",0,972,120,12:00
170,Visit Anne Frank House,Visit the Anne Frank House in Amsterdam and learn about the life and experiences of Anne Frank during World War II.,14,977,90,14:00
171,Enjoy Panoramic Views from Euromast,Enjoy panoramic views of Rotterdam from the top of the Euromast tower and experience thrilling attractions.,12,983,150,09:30
172,Relax at Scheveningen Beach,"Relax at Scheveningen Beach in The Hague and enjoy the sandy shores, beach activities, and lively atmosphere.",0,988,180,11:00
173,Take a Canal Cruise in Utrecht,"Take a leisurely canal cruise in Utrecht and explore the city's picturesque canals, charming bridges, and historic buildings.",10,993,120,13:00
174,Climb Dom Tower,Climb the iconic Dom Tower in Utrecht and enjoy stunning views of the city and its surroundings.,8,997,240,10:00
175,Visit Bonnefanten Museum,"Visit the Bonnefanten Museum in Maastricht and explore its collection of fine art, contemporary art, and historical artifacts.",7,1002,90,11:30
176,Explore Waiheke Island,"Explore the beautiful Waiheke Island near Auckland and enjoy wine tasting, stunning beaches, and scenic walks.",15,1007,120,14:30
177,Go Punting on the Avon,Go punting on the Avon River in Christchurch and enjoy a relaxing boat ride through the city's picturesque parks and gardens.,0,1013,90,10:00
178,Experience the Beauty of Milford Sound,Experience the breathtaking beauty of Milford Sound in Queenstown with a cruise through the stunning fjords.,30,1017,120,11:30
179,Walk Among the Redwoods in Redwoods Forest,Walk among the majestic redwood trees in the Redwoods Forest near Rotorua and immerse yourself in nature.,0,1023,180,13:30
180,Explore Larnach Castle,"Explore the historic Larnach Castle in Dunedin and discover its beautiful gardens, unique architecture, and rich history.",12,1027,150,09:00
181,Enjoy the Scenic Waikato River,Enjoy a relaxing boat ride or a walk along the scenic Waikato River in Hamilton and take in the beautiful views.,0,1032,180,11:30
182,Discover Napier Art Deco,"Discover the vibrant Art Deco architecture and heritage of Napier, a city known for its unique architectural style.",0,1036,120,13:30
183,Visit The Elms | Te Papa Tauranga,Visit The Elms and Te Papa Tauranga in Tauranga and explore the rich cultural and historical heritage of the region.,8,1041,240,10:00
184,Explore Abel Tasman National Park,"Explore the stunning Abel Tasman National Park near Nelson and enjoy hiking, kayaking, and beautiful beaches.",10,1045,90,11:30
185,Ride the Fløibanen Funicular in Bergen,Ride the Fløibanen Funicular in Bergen and enjoy panoramic views of the city and the surrounding fjords from the top of Mount Fløyen.,14,1052,120,14:00
186,Visit Nidaros Cathedral,"Visit Nidaros Cathedral in Trondheim, one of the largest medieval churches in Northern Europe and a national sanctuary.",0,1056,120,12:00
187,Explore the Tromso Fjords,"Explore the beautiful fjords surrounding Tromso and enjoy boat tours, wildlife spotting, and stunning landscapes.",10,1063,90,13:00
188,Experience the Power of Saltstraumen,"Experience the power of Saltstraumen, one of the strongest tidal currents in the world, near Bodo.",0,1067,150,09:30
189,Visit Odderøya in Kristiansand,"Visit Odderøya island in Kristiansand and enjoy scenic walks, cultural events, and stunning views of the city and the sea.",0,1072,180,11:00
190,Discover Marine Life at Alesund Aquarium,Discover a diverse range of marine life at Alesund Aquarium and learn about the rich underwater ecosystems of the region.,8,1076,180,13:00
191,Explore the Neighborhood of Miraflores,"Explore the vibrant neighborhood of Miraflores in Lima and enjoy its beautiful parks, shopping areas, and scenic coastal views.",0,1082,120,10:00
192,Visit Colca Canyon,"Visit Colca Canyon near Arequipa and marvel at its breathtaking landscapes, soaring condors, and traditional Andean villages.",20,1088,90,11:30
193,Explore the Ancient City of Chan Chan,Explore the ancient city of Chan Chan near Trujillo and discover the impressive adobe ruins of this UNESCO World Heritage site.,0,1094,60,14:00
194,Discover Tambopata National Reserve,Discover the pristine rainforests of Tambopata National Reserve near Puerto Maldonado and embark on wildlife tours and nature hikes.,25,1098,60,15:00
195,Explore the Archaeological Site of Túcume,Explore the vast archaeological site of Túcume near Chiclayo and discover the ancient pyramids and structures of the Lambayeque culture.,0,1103,120,10:00
196,Visit Magellan's Cross in Cebu City,"Visit Magellan's Cross in Cebu City, a historical and religious landmark marking the arrival of Christianity in the Philippines.",0,1108,90,11:00
197,Experience Ariel's Point in Boracay,"Experience the adventure and natural beauty of Ariel's Point near Boracay, with cliff diving, snorkeling, and stunning views.",20,1113,150,12:30
198,Explore Puerto Princesa Underground River,Explore the Puerto Princesa Underground River in Palawan and cruise through the world's longest navigable underground river.,15,1117,120,14:00
199,Enjoy Scenic Views at Mines View Park,Enjoy scenic views of Baguio City and the surrounding mountains at Mines View Park.,0,1122,180,10:00
200,Discover Clark Freeport Zone,"Discover Clark Freeport Zone in Angeles City and enjoy a variety of recreational activities, entertainment venues, and duty-free shopping.",0,1126,120,12:00
201,Visit Garin Farm in Iloilo City,"Visit Garin Farm in Iloilo City and experience a unique agricultural-themed attraction with beautiful gardens, farm activities, and religious landmarks.",10,1131,180,13:30
202,Explore Taal Volcano,Explore Taal Volcano in Batangas City and hike to its crater lake for stunning views of the surrounding landscape.,25,1135,150,09:30
203,Discover the Kazimierz District in Krakow,"Discover the historic Kazimierz District in Krakow, known for its rich Jewish heritage, charming streets, and vibrant atmosphere.",0,1142,180,11:00
